,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,incident_district,incident_division,precip,visibility,heatindex,season,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,school,college,crime
3073,3,11,sunday,0,night,brahmanbaria,chattogram,0.4,10,26,hot,69975,75240,145215,93,5.21,1481,52.7,273,5,0,2,15,1,rape
3074,6,24,thursday,0,night,joypurhat,rajshahi,11.2,9,38,rainy,68333,69286,137619,99,3.75,888,56.9,456,11,0,1,17,10,rape
3075,12,49,sunday,0,morning,chuadanga,khulna,,10,25,winter,172961,172961,345922,100,4.0,949,45.7,659,30,1,5,44,7,rape
3076,2,7,saturday,1,evening,chuadanga,khulna,0.1,10,23,winter,172961,172961,345922,100,4.0,949,45.7,659,30,1,5,44,7,rape
3077,8,33,saturday,1,night,chuadanga,khulna,,8,36,,172961,172961,345922,100,4.0,949,,659,30,1,5,44,7,rape
3078,7,31,monday,0,night,faridpur,dhaka,7.7,9,37,rainy,51603,56699,108302,91,4.44,847,54.8,405,20,0,1,19,2,rape
3079,10,40,wednesday,0,night,faridpur,dhaka,0.0,10,37,rainy,51603,56699,108302,91,4.44,847,54.8,405,20,0,1,19,2,rape
3080,11,47,sunday,0,night,bandarban,chattogram,0.0,10,24,winter,25650,23667,49317,108,5.12,56,31.3,79,2,0,7,3,0,rape
3081,1,2,friday,1,night,bandarban,chattogram,0.0,10,21,winter,25650,23667,49317,108,5.12,56,31.3,79,2,0,7,3,0,rape
3082,1,4,friday,1,night,barguna,barisal,0.0,10,24,winter,131930,138872,270802,95,4.3,376,52.8,1138,44,0,2,57,7,rape
3083,8,33,tuesday,0,night,barguna,barisal,0.2,10,36,rainy,131930,138872,270802,95,4.3,376,52.8,1138,44,0,2,57,7,rape
3084,6,26,sunda,0,night,barguna,barisal,3.3,9,39,rainy,131930,138872,270802,95,4.3,376,52.8,1138,44,0,2,57,7,rape
3085,8,34,thursday,0,night,barguna,barisal,,10,37,rainy,131930,138872,270802,95,4.3,376,52.8,1138,44,0,2,57,7,rape
3086,7,28,tuesday,0,morning,narayanganj,dhaka,5.3,10,34,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3087,2,8,monday,0,evening,narayanganj,dhaka,0.0,10,26,winter,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3088,7,29,efriday,1,noon,narayanganj,dhaka,2.9,10,37,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3089,7,29,friday,1,noon,narayanganj,dhaka,2.9,10,37,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3090,7,29,friday,1,noon,narayanganj,dhaka,2.9,10,37,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3091,7,28,thursday,0,morning,narayanganj,dhaka,48.9,6,34,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3092,2,8,monday,0,evening,narayanganj,dhaka,0.0,10,26,winter,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3093,6,25,friday,1,evening,narayanganj,dhaka,11.5,9,38,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3094,9,39,friday,1,,narayanganj,dhaka,,10,31,,188275,188275,376550,100,4.83,2080,,766,3,1,1,23,4,rape
3095,6,25,sunday,0,morning,narayanganj,dhaka,5.4,10,38,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3096,5,21,friday,1,morning,narayanganj,dhaka,63.5,5,38,hot,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3097,5,21,thursday,0,morning,narayanganj,dhaka,15.4,9,38,hot,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3098,7,29,wednesday,0,noon,narayanganj,dhaka,11.4,9,39,rainy,188275,188275,376550,100,4.83,2080,41.0,766,3,1,1,23,4,rape
3099,9,38,wednesday,0,night,brahmanbaria,chattogram,27.4,8,32,rainy,146170,152260,298430,96,5.37,2673,51.2,290,6,0,3,15,4,rape
3100,7,29,friday,1,night,satkhira,khulna,,10,38,,133990,134764,268754,99,4.33,717,,705,125,0,1,39,5,rape
3101,7,29,friday,1,night,satkhira,khulna,6.9,10,38,rainy,133990,134764,268754,99,4.33,717,49.8,705,125,0,1,39,5,rape
3102,7,28,thursday,0,night,satkhira,khulna,2.8,10,36,rainy,133990,134764,268754,99,4.33,717,49.8,705,125,0,1,39,5,rape
3103,7,29,friday,1,night,satkhira,khulna,6.9,10,38,rainy,133990,134764,268754,99,4.33,717,49.8,705,125,0,1,39,5,rape
3104,7,29,wednesday,0,night,satkhira,khulna,2.9,10,40,rainy,133990,134764,268754,99,4.33,717,49.8,705,125,0,1,39,5,rape
3105,5,19,saturday,1,morning,pabna,rajshahi,0.3,10,37,hot,78232,79022,157254,99,4.09,845,43.7,277,0,0,2,17,8,rape
3106,3,10,friday,1,afternoon,rangpur,rangpur,0.0,10,29,hot,144589,143157,287746,101,3.99,955,43.0,942,2,0,1,56,5,rape
3107,1,1,wednesday,0,night,rangpur,rangpur,0.3,10,20,winter,144589,143157,287746,101,3.99,955,43.0,942,2,0,1,56,5,rape
3108,7,27,thursday,0,night,rangpur,rangpur,34.0,8,35,rainy,144589,143157,287746,101,3.99,955,43.0,942,2,0,1,56,5,rape
3109,4,15,thursday,0,night,rajshahi,rajshahi,0.0,10,33,hot,177157,177507,354664,100,3.77,968,46.3,1855,0,1,4,97,22,rape
3110,1,52,sunday,0,night,rajshahi,rajshahi,0.0,10,24,winter,177157,177507,354664,100,3.77,968,46.3,1855,0,1,4,97,22,rape
3111,4,16,monday,0,night,rajshahi,rajshahi,0.8,10,40,hot,177157,177507,354664,100,3.77,968,46.3,1855,0,1,4,97,22,rape
3112,4,16,monday,0,night,rajshahi,rajshahi,0.8,10,40,hot,177157,177507,354664,100,3.77,968,46.3,1855,0,1,4,97,22,rape
3113,4,16,monday,0,night,rajshahi,rajshahi,0.8,10,40,hot,177157,177507,354664,100,3.77,968,46.3,1855,0,1,4,97,22,rape
3114,4,16,monday,0,night,rajshahi,rajshahi,0.8,10,40,hot,177157,177507,354664,100,3.77,968,46.3,1855,0,1,4,97,22,rape
3115,11,45,monday,0,evening,habiganj,sylhet,0.0,8,27,winter,98101,99896,197997,98,5.28,790,39.8,307,7,0,2,10,2,rape
3116,2,8,thursday,0,night,habiganj,sylhet,0.0,10,24,winter,98101,99896,197997,98,5.28,790,39.8,307,7,0,2,10,2,rape
3117,12,52,thursday,0,morning,barisal,barisal,0.0,10,22,winter,148925,164920,313845,90,4.4,851,63.3,1059,78,0,1,80,11,rape
3118,11,45,sxturday,1,night,thakurgaon,rangpur,0.0,10,28,winter,98769,96280,195049,103,4.28,686,43.4,649,0,0,1,34,3,rape
3119,10,42,friday,1,,thakurgaon,rangpur,,10,27,,98769,96280,195049,103,4.28,686,,649,0,0,1,34,3,rape
3120,2,5,thursday,0,noon,thakurgaon,rangpur,0.0,10,22,winter,98769,96280,195049,103,4.28,686,43.4,649,0,0,1,34,3,rape
3121,10,41,wednesday,0,morning,rajbari,dhaka,0.0,10,37,rainy,103675,103411,207086,100,4.47,904,55.5,589,5,1,1,31,6,rape
3122,5,20,tuesday,0,night,rajbari,dhaka,5.9,9,36,hot,103675,103411,207086,100,4.47,904,55.5,589,5,1,1,31,6,rape
3123,3,10,salurday,1,night,barisal,barisal,13.0,9,28,hot,73073,75115,148188,97,4.3,1103,67.2,552,113,0,3,33,4,rape
3124,7,28,saturday,1,night,barisal,barisal,3.3,10,36,rainy,73073,75115,148188,97,4.3,1103,67.2,552,113,0,3,33,4,rape
3125,1,5,tuesday,0,night,brahmanbaria,chattogram,0.2,10,22,winter,119682,137565,257247,87,4.99,1593,38.5,644,14,0,1,19,5,rape
3126,6,22,saturday,1,evening,narayanganj,dhaka,6.9,9,37,rainy,158733,154108,312841,103,4.26,5751,58.9,636,7,0,1,20,2,rape
3127,2,6,friday,1,night,narayanganj,dhaka,,10,25,,158733,154108,312841,103,4.26,5751,,636,7,0,1,20,2,rape
3128,10,40,saturday,1,night,bandarban,chattogram,9.0,9,34,rainy,47687,40595,88282,117,4.44,176,49.3,206,26,6,4,5,0,rape
3129,1,3,monday,0,morning,habiganj,sylhet,,10,19,,163875,168655,332530,97,5.59,690,,504,4,0,7,23,4,rape
3130,5,19,thursday,0,night,habiganj,sylhet,0.6,10,35,hot,163875,168655,332530,97,5.59,690,34.7,504,4,0,7,23,4,rape
3131,1,2,thursday,0,afternoon,habiganj,sylhet,0.0,10,17,winter,163875,168655,332530,97,5.59,690,34.7,504,4,0,7,23,4,rape
3132,9,37,saturday,1,morning,habiganj,sylhet,12.7,9,36,rainy,163875,168655,332530,97,5.59,690,34.7,504,4,0,7,23,4,rape
3133,1,4,thursday,0,night,natore,rajshahi,0.0,10,23,winter,138424,141248,279672,98,3.98,933,50.0,351,0,0,3,40,13,rape
3134,11,46,mondzy,0,night,natore,rajshahi,0.0,10,28,winter,138424,141248,279672,98,3.98,933,50.0,351,0,0,3,40,13,rape
3135,11,47,thursday,0,,natore,rajshahi,,10,28,,138424,141248,279672,98,3.98,933,,351,0,0,3,40,13,rape
3136,6,25,tuesday,0,night,natore,rajshahi,8.8,9,43,rainy,138424,141248,279672,98,3.98,933,50.0,351,0,0,3,40,13,rape
3137,10,42,sunday,0,night,netrokona,mymensingh,0.0,10,30,rainy,90576,89873,180449,101,4.77,820,37.6,441,123,0,2,18,3,rape
3138,10,42,sunday,0,night,netrokona,mymensingh,0.0,10,30,rainy,90576,89873,180449,101,4.77,820,37.6,441,123,0,2,18,3,rape
3139,3,10,sunday,0,night,barisal,barisal,0.0,10,31,hot,97732,101007,198739,97,4.49,1625,69.3,605,42,3,1,44,10,rape
3140,8,32,tuesday,0,morning,moulvibazar,sylhet,4.0,10,39,rainy,124377,133243,257620,93,5.83,574,52.4,632,0,0,1,28,4,rape
3141,8,33,wehdnesday,0,evening,moulvibazar,sylhet,32.7,7,36,rainy,124377,133243,257620,93,5.83,574,52.4,632,0,0,1,28,4,rape
3142,10,40,thursday,0,afternoon,moulvibazar,sylhet,0.7,10,36,rainy,124377,133243,257620,93,5.83,574,52.4,632,0,0,1,28,4,rape
3143,6,23,saturday,1,night,patuakhali,barisal,18.4,8,40,rainy,144545,159739,304284,90,4.5,625,57.1,1522,44,0,3,61,9,rape
3144,6,23,saturday,1,night,patuakhali,barisal,18.4,8,40,rainy,144545,159739,304284,90,4.5,625,57.1,1522,44,0,3,61,9,rape
3145,9,35,saturday,1,night,patuakhali,barisal,12.5,9,36,rainy,144545,159739,304284,90,4.5,625,57.1,1522,44,0,3,61,9,rape
3146,10,43,tuesday,0,evening,patuakhali,barisal,3.5,10,32,rainy,144545,159739,304284,90,4.5,625,57.1,1522,44,0,3,61,9,rape
3147,10,43,tuesday,0,evening,patuakhali,barisal,3.5,10,32,rainy,144545,159739,304284,90,4.5,625,57.1,1522,44,0,3,61,9,rape
3148,11,45,thursday,0,night,noakhali,chattogram,0.0,10,29,winter,261713,287595,549308,91,5.37,2304,59.3,1412,47,0,2,47,2,rape
3149,11,46,tuesday,0,night,narsingdi,dhaka,0.0,10,29,winter,92876,97210,190086,96,4.47,1612,48.5,464,0,0,1,30,4,rape
3150,5,18,tuesday,0,evening,pabna,rajshahi,,10,32,hot,128397,128396,256793,100,4.47,1055,41.2,251,0,0,4,19,5,rape
3151,1,4,modnay,0,,pabna,rajshahi,,10,25,,128397,128396,256793,100,4.47,1055,,251,0,0,4,19,5,rape
3152,5,21,monday,0,night,pabna,rajshahi,3.5,10,37,hot,128397,128396,256793,100,4.47,1055,41.2,251,0,0,4,19,5,rape
3153,8,33,thursday,0,night,barguna,barisal,3.1,10,36,rainy,56761,60384,117145,94,4.2,698,60.1,889,0,0,1,25,4,rape
3154,8,33,tuesday,0,noon,barguna,barisal,,9,37,rainy,56761,60384,117145,94,4.2,698,60.1,889,0,0,1,25,4,rape
3155,5,19,monday,0,night,kishoreganj,dhaka,10.8,9,35,hot,146929,151390,298309,97,5.01,2141,42.7,391,12,1,5,20,5,rape
3156,5,22,wednesday,0,morning,mymensingh,mymensingh,9.2,9,35,hot,217291,213029,430320,102,3.95,969,49.1,922,11,2,2,56,3,rape
3157,8,33,sunday,0,morning,mymensingh,mymensingh,17.9,9,35,rainy,217291,213029,430320,102,3.95,969,49.1,922,11,2,2,56,3,rape
3158,2,6,friday,1,night,mymensingh,mymensingh,0.0,10,24,winter,217291,213029,430320,102,3.95,969,49.1,922,11,2,2,56,3,rape
3159,8,32,frieay,1,noon,pirojpur,barisal,,8,36,rainy,72308,75851,148159,95,4.29,906,67.7,877,15,0,1,37,3,rape
3160,2,6,wednesday,0,evening,faridpur,dhaka,0.0,10,24,winter,125324,133708,259032,94,4.52,1203,47.0,565,11,0,2,27,3,rape
3161,11,47,fridacy,1,noon,faridpur,dhaka,0.0,10,26,winter,125324,133708,259032,94,4.52,1203,47.0,565,11,0,2,27,3,rape
3162,7,26,sunday,0,night,faridpur,dhaka,,8,36,rainy,125324,133708,259032,94,4.52,1203,47.0,565,11,0,2,27,3,rape
3163,5,21,thursday,0,night,pabna,rajshahi,16.5,8,39,hot,61904,62529,124433,99,4.3,899,44.0,308,0,0,1,17,2,rape
3164,9,36,thursday,0,night,kushtia,khulna,2.7,10,35,rainy,102965,105065,208030,98,4.2,1302,48.7,203,7,0,2,29,4,rape
3165,4,16,sunday,0,night,kushtia,khulna,1.9,10,30,hot,102965,105065,208030,98,4.2,1302,48.7,203,7,0,2,29,4,rape
3166,4,15,thursday,0,night,kushtia,khulna,,10,35,,102965,105065,208030,98,4.2,1302,,203,7,0,2,29,4,rape
3167,8,35,thursday,0,night,tangail,dhaka,8.5,9,37,rainy,92020,97893,189913,94,4.08,844,43.8,426,11,1,2,28,6,rape
3168,8,33,friday,1,night,tangail,dhaka,0.0,10,39,rainy,92020,97893,189913,94,4.08,844,43.8,426,11,1,2,28,6,rape
3169,8,35,thursday,0,night,tangail,dhaka,8.5,9,37,rainy,92020,97893,189913,94,4.08,844,43.8,426,11,1,2,28,6,rape
3170,9,36,tuesday,0,morning,brahmanbaria,chattogram,18.5,6,34,rainy,254305,267689,521994,95,5.28,1163,48.2,257,0,0,4,25,1,rape
3171,6,24,thursday,0,morning,dinajpur,rangpur,25.5,8,37,rainy,86393,84414,170806,102,4.02,802,51.6,384,75,0,1,42,5,rape
3172,6,24,wednesday,0,morning,dinajpur,rangpur,,9,39,,86393,84414,170806,102,4.02,802,,384,75,0,1,42,5,rape
3173,1,3,monday,0,afternoon,dinajpur,rangpur,0.0,10,21,winter,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3174,4,14,saturday,1,morning,dinajpur,rangpur,0.0,10,31,hot,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3175,11,44,friday,1,night,dinajpur,rangpur,0.0,10,28,winter,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3176,5,22,friday,1,noon,dinajpur,rangpur,15.9,9,31,hot,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3177,8,33,thursday,0,evening,dinajpur,rangpur,3.4,10,37,rainy,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3178,11,44,friday,1,night,dinajpur,rangpur,0.0,10,28,winter,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3179,10,41,tuesday,0,night,dinajpur,rangpur,15.4,8,31,rainy,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3180,3,11,tuesday,0,noon,dinajpur,rangpur,0.0,10,24,hot,159612,157641,317253,101,4.27,768,48.1,892,24,1,1,71,7,rape
3181,4,17,tuesday,0,noon,dinajpur,rangpur,,10,35,hot,130160,127765,257925,102,4.19,729,47.3,847,22,0,3,47,8,rape
3182,8,34,sunday,0,morning,dinajpur,rangpur,0.6,10,36,rainy,130160,127765,257925,102,4.19,729,47.3,847,22,0,3,47,8,rape
3183,8,34,friday,1,night,dinajpur,rangpur,9.6,9,38,rainy,130160,127765,257925,102,4.19,729,47.3,847,22,0,3,47,8,rape
3184,11,45,tuesday,0,night,dinajpur,rangpur,1.4,10,28,winter,130160,127765,257925,102,4.19,729,47.3,847,22,0,3,47,8,rape
3185,5,19,tuesday,0,noon,dinajpur,rangpur,0.1,10,35,hot,130160,127765,257925,102,4.19,729,47.3,847,22,0,3,47,8,rape
3186,10,41,wednesday,0,night,sylhet,sylhet,0.3,10,30,rainy,115763,116810,232573,99,6.1,1091,46.9,643,4,0,1,29,3,rape
3187,7,28,sunday,0,evening,faridpur,dhaka,3.2,10,38,rainy,126428,130230,256658,97,4.54,945,47.3,915,30,0,3,27,4,rape
3188,8,32,fziday,1,noon,faridpur,dhaka,2.5,10,37,rainy,126428,130230,256658,97,4.54,945,47.3,915,30,0,3,27,4,rape
3189,7,29,thursday,0,night,bogura,rajshahi,8.5,10,34,rainy,288181,266833,555014,108,4.04,3143,65.7,1164,23,4,7,56,9,rape
3190,4,16,monday,0,evening,comilla,chattogram,0.0,10,36,hot,146246,155579,301825,94,5.13,1843,57.0,586,67,0,2,46,6,rape
3191,4,16,monday,0,evening,comilla,chattogram,0.0,10,36,hot,146246,155579,301825,94,5.13,1843,57.0,586,67,0,2,46,6,rape
3192,4,16,monday,0,evening,comilla,chattogram,0.0,10,36,hot,146246,155579,301825,94,5.13,1843,57.0,586,67,0,2,46,6,rape
3193,4,16,monday,0,evening,comilla,chattogram,0.0,10,36,hot,146246,155579,301825,94,5.13,1843,57.0,586,67,0,2,46,6,rape
3194,7,29,wednesday,0,night,coxsbazar,chattogram,3.3,10,36,rainy,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3195,8,34,saturday,1,,coxsbazar,chattogram,,10,32,,239198,235267,474465,102,5.4,942,,865,60,2,6,32,5,rape
3196,9,36,monday,0,night,coxsbazar,chattogram,5.7,9,33,rainy,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3197,12,50,monday,0,night,coxsbazar,chattogram,0.0,10,23,winter,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3198,11,46,sunday,0,night,coxsbazar,chattogram,1.5,10,29,winter,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3199,6,24,sunday,0,night,coxsbazar,chattogram,,9,35,rainy,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3200,7,28,thursday,0,night,coxsbazar,chattogram,47.2,6,33,rainy,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3201,7,29,friday,1,night,coxsbazar,chattogram,6.6,9,34,rainy,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3202,9,36,monday,0,night,coxsbazar,chattogram,5.7,9,33,rainy,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3203,3,13,monday,0,noon,coxsbazar,chattogram,0.2,10,30,hot,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3204,7,29,friday,1,night,coxsbazar,chattogram,,9,34,,239198,235267,474465,102,5.4,942,,865,60,2,6,32,5,rape
3205,7,29,friday,1,night,coxsbazar,chattogram,6.6,9,34,rainy,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3206,7,29,friday,1,night,faridpur,dhaka,,10,40,rainy,30357,33120,63477,92,4.43,410,40.5,320,15,1,1,14,0,rape
3207,8,31,wednesday,0,morning,pabna,rajshahi,9.1,9,38,rainy,144830,146291,291121,99,4.14,939,45.6,519,0,0,2,34,7,rape
3208,12,51,wednesday,0,night,pabna,rajshahi,0.0,10,23,winter,144830,146291,291121,99,4.14,939,45.6,519,0,0,2,34,7,rape
3209,12,51,wednesday,0,night,pabna,rajshahi,0.0,10,23,winter,144830,146291,291121,99,4.14,939,45.6,519,0,0,2,34,7,rape
3210,2,8,saturday,1,evening,pabna,rajshahi,0.0,10,29,winter,144830,146291,291121,99,4.14,939,45.6,519,0,0,2,34,7,rape
3211,7,27,utesday,0,noon,pabna,rajshahi,18.6,8,35,rainy,144830,146291,291121,99,4.14,939,45.6,519,0,0,2,34,7,rape
3212,5,20,wednesday,0,noon,feni,chattogram,9.1,10,37,hot,89494,97662,187156,92,5.04,1341,63.4,406,15,0,2,30,4,rape
3213,4,16,wednesday,0,evening,sunamganj,sylhet,5.0,9,31,hot,197952,199690,397642,99,5.93,903,38.6,713,3,0,2,38,4,rape
3214,9,38,saturday,1,night,dinajpur,rangpur,2.2,8,35,rainy,146619,145881,292500,101,4.26,935,52.9,900,12,0,2,59,11,rape
3215,7,28,wednesday,0,noon,dinajpur,rangpur,26.9,8,35,rainy,146619,145881,292500,101,4.26,935,52.9,900,12,0,2,59,11,rape
3216,8,34,sunday,0,night,jashore,khulna,28.7,8,33,rainy,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,47,10,rape
3217,8,34,sunday,0,night,jashore,khulna,28.7,8,33,rainy,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,47,10,rape
3218,8,34,saturda,1,,jashore,khulna,,8,33,,115907,115463,231370,100,4.1,859,,483,94,0,2,47,10,rape
3219,2,6,friday,1,morning,jashore,khulna,0.0,10,26,winter,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,47,10,rape
3220,12,50,sunday,0,morning,jashore,khulna,0.0,10,25,winter,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,47,10,rape
3221,5,21,monday,0,evening,jashore,khulna,10.9,9,40,hot,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,47,10,rape
3222,5,20,saturday,1,night,jashore,khulna,2.5,10,38,hot,115907,115463,231370,100,4.1,859,53.7,483,94,0,2,47,10,rape
3223,5,18,saturday,1,evening,habiganj,sylhet,30.5,8,30,hot,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3224,10,41,monday,0,night,habiganj,sylhet,1.7,9,31,rainy,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3225,10,41,monday,0,night,habiganj,sylhet,1.7,9,31,rainy,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3226,1,2,thursday,0,morning,habiganj,sylhet,,10,20,,147108,155002,302110,95,4.94,610,,1000,0,1,1,23,1,rape
3227,4,16,thursday,0,morning,habiganj,sylhet,14.1,7,32,hot,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3228,1,2,thursday,0,morning,habiganj,sylhet,0.0,10,20,winter,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3229,9,40,monday,0,night,habiganj,sylhet,10.7,6,29,rainy,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3230,9,40,monday,0,night,habiganj,sylhet,10.7,6,29,rainy,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3231,5,18,tuesday,0,night,habiganj,sylhet,1.0,10,32,hot,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3232,2,8,saturday,1,morning,habiganj,sylhet,0.0,10,26,winter,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3233,3,12,monday,0,morning,habiganj,sylhet,0.0,10,29,hot,147108,155002,302110,95,4.94,610,40.8,1000,0,1,1,23,1,rape
3234,6,26,wednesday,0,night,comilla,chattogram,1.1,10,35,rainy,208217,219174,427391,95,4.95,2035,55.4,690,12,3,5,12,8,rape
3235,3,11,sunday,0,night,noakhali,chattogram,0.0,10,33,hot,120070,130509,250579,92,5.1,658,51.3,352,10,0,1,29,2,rape
3236,4,14,saturday,1,night,coxsbazar,chattogram,0.1,10,31,hot,239198,235267,474465,102,5.4,942,47.6,865,60,2,6,32,5,rape
3237,4,15,thursday,0,night,feni,chattogram,0.4,10,33,hot,118752,135650,254402,88,5.15,1795,58.8,260,51,0,1,26,1,rape
3238,11,45,thursday,0,night,feni,chattogram,0.0,10,29,winter,118752,135650,254402,88,5.15,1795,58.8,260,51,0,1,26,1,rape
3239,7,27,tuesdjay,0,morning,feni,chattogram,2.0,9,32,rainy,118752,135650,254402,88,5.15,1795,58.8,260,51,0,1,26,1,rape
3240,5,20,sunday,0,morning,feni,chattogram,20.1,9,34,hot,118752,135650,254402,88,5.15,1795,58.8,260,51,0,1,26,1,rape
3241,4,18,monday,0,night,sylhet,sylhet,2.6,10,30,hot,126315,127073,253388,99,5.9,1350,56.0,501,23,1,2,24,4,rape
3242,4,18,tuesday,0,night,patuakhali,barisal,0.0,10,36,hot,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,26,3,rape
3243,4,18,monday,0,night,patuakhali,barisal,1.5,10,32,hot,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,26,3,rape
3244,4,18,monday,0,night,patuakhali,barisal,1.5,10,32,hot,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,26,3,rape
3245,4,18,tuesday,0,night,patuakhali,barisal,0.0,10,36,hot,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,26,3,rape
3246,4,18,tuesday,0,night,patuakhali,barisal,0.0,10,36,hot,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,26,3,rape
3247,4,18,tuesday,0,night,patuakhali,barisal,0.0,10,36,hot,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,26,3,rape
3248,6,24,tuesday,0,evening,patuakhali,barisal,24.0,8,35,rainy,60241,63147,123388,95,4.3,351,48.7,628,2,1,1,26,3,rape
3249,9,39,friday,1,morning,comilla,chattogram,18.7,8,35,rainy,169545,180365,349910,94,5.04,1111,50.7,805,17,0,4,28,4,rape
3250,6,25,tuesday,0,night,panchagarh,rangpur,4.5,10,38,rainy,113120,111589,224709,101,4.28,727,47.7,773,27,1,1,54,7,rape
3251,6,25,monday,0,night,panchagarh,rangpur,15.2,9,36,rainy,113120,111589,224709,101,4.28,727,47.7,773,27,1,1,54,7,rape
3252,2,7,monday,0,,panchagarh,rangpur,,10,21,,113120,111589,224709,101,4.28,727,,773,27,1,1,54,7,rape
3253,4,17,wednesday,0,morning,panchagarh,rangpur,0.0,10,33,hot,113120,111589,224709,101,4.28,727,47.7,773,27,1,1,54,7,rape
3254,6,24,monday,0,night,tangail,dhaka,0.2,10,39,rainy,100434,106844,207278,94,4.29,1123,51.6,415,1,0,1,26,4,rape
3255,1,4,sunday,0,evening,jamalpur,mymensingh,0.0,10,22,winter,126623,131510,258133,96,4.25,965,32.5,619,16,0,0,29,4,rape
3256,10,41,wednesday,0,night,mymensingh,mymensingh,0.2,10,29,rainy,391707,384026,775733,102,4.51,2037,51.7,1332,32,3,5,86,15,rape
3257,7,30,thursday,0,morning,gazipur,dhaka,8.3,9,35,rainy,248219,235089,483308,106,4.09,1539,60.6,566,40,4,3,43,5,rape
3258,10,43,saturday,1,night,tangail,dhaka,0.0,10,30,rainy,85777,90291,176068,95,3.82,1316,44.0,741,1,1,1,30,7,rape
3259,4,13,friday,1,morning,tangail,dhaka,16.2,8,28,hot,85777,90291,176068,95,3.82,1316,44.0,741,1,1,1,30,7,rape
3260,8,34,sunday,0,night,sunamganj,sylhet,7.8,9,35,rainy,122300,121164,243464,203,5.08,888,29.2,215,7,1,2,17,3,rape
3261,8,34,sunday,0,night,sunamganj,sylhet,7.8,9,35,rainy,122300,121164,243464,203,5.08,888,29.2,215,7,1,2,17,3,rape
3262,12,51,saturday,1,night,bogura,rajshahi,0.0,10,26,winter,143219,149185,292404,96,3.9,1180,35.6,552,7,0,1,42,9,rape
