,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,incident_district,incident_division,precip,visibility,heatindex,season,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,school,college,crime
177,8,33,thursday,0,night,dhaka,dhaka,,9,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
178,8,32,monday,0,evening,dhaka,dhaka,10.1,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
179,8,32,monday,0,evening,dhaka,dhaka,,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
180,10,43,tuesday,0,night,dhaka,dhaka,0.0,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
181,8,32,thursday,0,morning,dhaka,dhaka,3.1,10,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
182,11,45,saturday,1,night,dhaka,dhaka,0.0,10,32,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
183,10,43,tuesday,0,night,dhaka,dhaka,0.0,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
184,3,10,sunday,0,evening,dhaka,dhaka,0.0,10,27,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
185,11,48,thirsday,0,night,dhaka,dhaka,,10,28,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
186,7,27,tuesday,0,night,dhaka,dhaka,5.7,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
187,3,13,tuesday,0,night,dhaka,dhaka,1.2,9,32,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
188,2,5,saturday,1,night,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
189,1,1,saaturday,1,evening,dhaka,dhaka,0.0,10,23,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
190,5,19,thursday,0,night,dhaka,dhaka,0.0,10,37,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
191,5,19,saturday,1,night,dhaka,dhaka,13.4,9,39,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
192,1,2,tuesday,0,night,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
193,10,43,saturdau,1,night,dhaka,dhaka,1.2,10,31,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
194,5,21,thursday,0,night,dhaka,dhaka,1.2,10,39,hot,4931802,3974237,8906039,125,8.42,30551,74.6,-28,99,17,60,242,64,rape
195,10,42,saturday,1,morning,dhaka,dhaka,3.0,9,32,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
196,6,26,friday,1,night,dhaka,dhaka,,6,32,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
197,12,51,sunday,0,night,dhaka,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
198,11,47,wednesday,0,night,dhaka,dhaka,,10,28,,4931802,3974237,8906039,125,8.42,30551,,4289,99,17,60,242,64,rape
199,10,42,sunday,0,noon,dhaka,dhaka,0.0,10,33,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
200,12,49,tuesday,0,night,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
201,7,29,wednesday,0,night,dhaka,dhaka,5.1,9,34,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
202,2,7,wednesday,0,morning,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
203,10,40,friday,1,morning,dhaka,dhaka,0.0,10,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
204,12,51,sunday,0,night,dhaka,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
205,5,20,friday,1,morning,dhaka,dhaka,28.0,9,39,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
206,7,31,thursday,0,night,dhaka,dhaka,11.4,8,32,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
207,8,31,saturday,1,morning,dhaka,dhaka,28.7,8,30,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
208,8,31,nsaturday,1,night,dhaka,dhaka,,8,30,,4931802,3974237,8906039,125,8.42,30551,,4289,99,17,60,242,64,rape
209,8,32,thusday,0,evening,dhaka,dhaka,4.2,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
210,9,36,tuesday,0,night,dhaka,dhaka,0.6,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
211,9,37,tuesday,0,evening,dhaka,dhaka,45.1,7,32,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
212,12,51,sunday,0,night,dhaka,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
213,6,24,monday,0,afternoon,dhaka,dhaka,6.5,9,40,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
214,11,45,thursday,0,night,dhaka,dhaka,0.0,10,34,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
215,10,43,thursday,0,night,dhaka,dhaka,20.0,9,31,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
216,1,4,thursday,0,evening,dhaka,dhaka,0.0,10,18,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
217,7,30,saturday,1,night,dhaka,dhaka,,9,33,,207078,205340,412418,101,4.29,1342,,706,0,2,2,23,1,rape
218,7,31,tuesday,0,night,dhaka,dhaka,9.1,9,35,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
219,5,20,monday,0,noon,dhaka,dhaka,10.9,9,38,hot,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
220,4,14,sunday,0,night,dhaka,dhaka,0.5,10,32,hot,207078,205340,412418,101,4.29,1342,50.8,-96,0,2,2,23,1,rape
221,10,41,thursday,0,night,dhaka,dhaka,,10,29,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
222,8,31,sunday,0,night,dhaka,dhaka,1.4,10,37,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
223,8,31,sunday,0,night,dhaka,dhaka,1.4,10,37,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
224,5,20,wonday,0,noon,dhaka,dhaka,10.9,9,38,hot,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
225,8,31,sunday,0,night,dhaka,dhaka,1.4,10,37,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
226,9,37,monday,0,evening,dhaka,dhaka,11.0,10,36,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
227,3,9,saturday,1,night,dhaka,dhaka,0.0,10,24,hot,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
228,11,47,tuesday,0,night,dhaka,dhaka,,10,28,winter,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
229,7,28,friday,1,night,dhaka,dhaka,1.9,10,35,rainy,207078,205340,412418,101,4.29,1342,50.8,706,0,2,2,23,1,rape
230,5,21,thursday,0,night,dhaka,dhaka,,9,41,,207078,205340,412418,101,4.29,1342,,706,0,2,2,23,1,rape
231,9,39,sunday,0,noon,dhaka,dhaka,27.6,7,27,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
232,1,2,monday,0,night,dhaka,dhaka,0.0,10,26,winter,107041,119398,226439,90,4.56,1402,57.5,672,32,0,2,21,2,rape
233,10,41,wednesday,0,night,dhaka,dhaka,,10,36,,4931802,3974237,8906039,125,8.42,30551,,4289,99,17,60,242,64,rape
234,10,43,friday,1,night,dhaka,dhaka,0.0,10,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
235,8,35,monday,0,night,dhaka,dhaka,6.0,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
236,8,32,wednesday,0,night,dhaka,dhaka,15.9,9,33,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
237,4,17,suniday,0,evening,dhaka,dhaka,26.7,8,34,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
238,12,49,saturday,1,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
239,12,49,saturday,1,noon,dhaka,dhaka,,10,26,,4931802,3974237,8906039,125,8.42,30551,,4289,99,17,60,242,64,rape
240,4,18,monday,0,evening,dhaka,dhaka,8.0,9,31,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
241,4,18,monday,0,evening,dhaka,dhaka,8.0,9,31,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
242,4,15,saturday,1,night,dhaka,dhaka,0.4,10,33,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
243,6,23,wednesday,0,night,dhaka,dhaka,5.5,9,39,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
244,1,1,saturday,1,morning,dhaka,dhaka,0.0,10,24,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
245,12,49,sunday,0,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
246,4,17,saturday,1,morning,dhaka,dhaka,0.3,9,36,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
247,12,50,monday,0,,dhaka,dhaka,,10,26,,4931802,3974237,8906039,125,8.42,30551,,4289,99,17,60,242,64,rape
248,2,7,wednesday,0,morning,dhaka,dhaka,,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
249,11,48,tuesday,0,night,dhaka,dhaka,0.0,10,29,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
250,10,43,wednesday,0,afternoon,dhaka,dhaka,1.0,10,34,rainy,421809,372551,794360,113,4.42,4760,58.5,827,8,0,4,34,6,rape
251,8,32,sunday,0,night,dhaka,dhaka,12.2,9,35,rainy,421809,372551,794360,113,4.42,4760,58.5,827,8,0,4,34,6,rape
252,6,23,thursday,0,night,dhaka,dhaka,7.2,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
253,12,52,tuesday,0,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
254,12,52,monday,0,night,dhaka,dhaka,,10,24,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
255,1,4,tuesday,0,evening,dhaka,dhaka,0.0,10,21,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
256,8,35,tuesday,0,night,dhaka,dhaka,5.5,8,32,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
257,6,24,wednesday,0,night,dhaka,dhaka,1.7,10,39,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
258,6,24,wednesday,0,night,dhaka,dhaka,1.7,10,39,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
259,6,24,tuesday,0,night,dhaka,dhaka,9.2,9,39,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
260,6,24,tuesday,0,night,dhaka,dhaka,9.2,9,39,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
261,8,32,monday,0,noon,dhaka,dhaka,1.8,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
262,7,31,friday,1,morning,dhaka,dhaka,4.1,9,29,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
263,5,21,thursday,0,,dhaka,dhaka,,10,39,,4931802,3974237,8906039,125,8.42,30551,,4289,99,17,60,242,64,rape
264,3,11,tuesday,0,morning,dhaka,dhaka,1.6,9,29,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
265,8,32,tuesday,0,evening,dhaka,dhaka,,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
266,8,34,sunday,0,night,dhaka,dhaka,1.1,10,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
267,9,39,frikay,1,night,dhaka,dhaka,38.6,8,33,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
268,5,18,saturday,1,night,dhaka,dhaka,2.8,10,38,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
269,9,39,friday,1,night,dhaka,dhaka,38.6,8,33,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
270,10,42,satruday,1,afternoon,dhaka,dhaka,0.0,10,30,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
271,7,29,sturday,1,night,dhaka,dhaka,3.3,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
272,1,4,sunday,0,morning,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
273,10,41,friday,1,night,dhaka,dhaka,2.9,10,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
274,5,20,tuesday,0,night,dhaka,dhaka,6.0,9,35,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
275,10,39,sunday,0,night,dhaka,dhaka,2.6,10,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
276,8,34,sunday,0,night,dhaka,dhaka,56.0,6,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
277,11,45,tuesday,0,afternoon,dhaka,dhaka,0.0,10,30,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
278,11,45,wednesday,0,night,dhaka,dhaka,0.0,10,31,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
279,6,25,saturday,1,night,dhaka,dhaka,0.0,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
280,4,15,saturday,1,afternoon,dhaka,dhaka,0.0,10,35,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
281,10,40,sunday,0,night,dhaka,dhaka,0.1,10,33,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
282,4,16,monday,0,night,dhaka,dhaka,0.2,10,37,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
283,5,18,sunday,0,evening,dhaka,dhaka,0.1,10,34,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
284,10,42,wednesday,0,night,dhaka,dhaka,4.0,9,30,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
285,12,50,tuesday,0,evening,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
286,8,35,wednesday,0,night,dhaka,dhaka,1.4,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
287,8,35,wednesday,0,night,dhaka,dhaka,1.4,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
288,11,47,sunday,0,evening,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
289,9,38,ewdnesday,0,afternoon,dhaka,dhaka,3.3,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
290,1,2,monday,0,night,dhaka,dhaka,0.0,10,20,winter,149298,169513,318811,88,4.47,1302,57.8,-87,141,0,1,37,3,rape
291,2,7,thursday,0,night,dhaka,dhaka,,10,25,winter,149298,169513,318811,88,4.47,1302,57.8,844,141,0,1,37,3,rape
292,10,42,tuesday,0,night,dhaka,dhaka,9.1,9,30,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
293,8,34,tuesday,0,night,dhaka,dhaka,12.1,9,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
294,5,20,sunday,0,evening,dhaka,dhaka,8.4,9,35,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
295,7,30,thursday,0,night,dhaka,dhaka,4.9,9,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,-36,99,17,60,242,64,rape
296,6,24,friday,1,night,dhaka,dhaka,,7,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
297,3,9,thursday,0,night,dhaka,dhaka,0.0,10,29,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
298,9,36,sundya,0,night,dhaka,dhaka,1.5,9,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
299,2,6,sunday,0,evening,dhaka,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
300,6,23,tuesday,0,night,dhaka,dhaka,9.1,9,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
301,12,52,wednesday,0,night,dhaka,dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
302,1,3,thursday,0,night,dhaka,dhaka,0.0,10,26,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
303,9,36,wednesday,0,morning,dhaka,dhaka,1.5,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
304,12,52,thursday,0,night,dhaka,dhaka,0.0,10,24,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
305,12,51,monday,0,night,dhaka,dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
306,9,37,friday,1,night,dhaka,dhaka,2.2,10,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
307,12,49,tuesday,0,night,dhaka,dhaka,0.0,10,28,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
308,7,31,tuesday,0,evening,dhaka,dhaka,,9,32,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
309,12,52,tuesday,0,night,dhaka,dhaka,0.0,10,22,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
310,8,33,saturday,1,night,dhaka,dhaka,2.2,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
311,10,42,saturday,1,night,dhaka,dhaka,0.0,10,32,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
312,8,33,tuesday,0,evening,dhaka,dhaka,5.9,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
313,2,8,saturday,1,morning,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
314,5,19,saturday,1,evening,dhaka,dhaka,0.0,10,38,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
315,5,19,tuesday,0,night,dhaka,dhaka,0.0,10,36,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
316,7,30,wednesday,0,morning,dhaka,dhaka,2.1,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
317,8,32,saturday,1,morning,dhaka,dhaka,19.0,9,34,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
318,8,35,tuesday,0,night,dhaka,dhaka,,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
319,8,32,wednesday,0,evening,dhaka,dhaka,16.1,9,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
320,6,25,wednesday,0,night,dhaka,dhaka,12.5,9,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
321,10,44,monday,0,night,dhaka,dhaka,3.4,10,32,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
322,5,20,tuesday,0,night,dhaka,dhaka,,9,36,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
323,8,31,sunday,0,night,dhaka,dhaka,1.4,10,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
324,8,31,sunday,0,,dhaka,dhaka,,10,37,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,rape
325,3,10,monday,0,night,dhaka,dhaka,2.3,10,26,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
326,2,7,thursday,0,morning,dhaka,dhaka,0.0,10,26,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
327,1,2,friday,1,night,dhaka,dhaka,0.0,10,23,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
328,2,8,saturdya,1,morning,dhaka,dhaka,0.0,10,29,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
329,2,8,friday,1,morning,dhaka,dhaka,0.0,10,27,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
330,7,29,sunday,0,night,dhaka,dhaka,16.2,9,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
331,9,35,sunday,0,night,dhaka,dhaka,6.2,10,35,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
332,4,14,thursday,0,morning,dhaka,dhaka,,8,29,hot,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
333,10,41,wednesday,0,morning,dhaka,dhaka,0.5,10,28,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
334,8,31,sunday,0,night,dhaka,dhaka,,10,37,,738764,647146,1385910,114,3.77,4948,,1118,78,3,6,42,10,rape
335,1,3,saturday,1,night,dhaka,dhaka,0.0,10,21,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
336,1,2,friday,1,night,dhaka,dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
337,9,37,saturday,1,night,dhaka,dhaka,0.3,10,41,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
338,6,24,sunday,0,night,dhaka,dhaka,4.2,10,41,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
339,9,38,sunday,0,night,dhaka,dhaka,0.4,10,39,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
340,9,38,friday,1,night,dhaka,dhaka,3.2,10,36,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
341,7,27,thursday,0,night,dhaka,dhaka,16.8,8,37,rainy,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
342,12,50,wednesday,0,night,dhaka,dhaka,0.0,10,25,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
343,12,48,sunday,0,night,dhaka,dhaka,0.0,10,26,winter,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,42,10,rape
344,12,1,monday,0,night,dhaka,dhaka,0.0,10,25,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
345,10,43,sunday,0,night,dhaka,dhaka,1.2,10,31,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
346,8,35,monday,0,evening,dhaka,dhaka,,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
347,6,23,sunday,0,evening,dhaka,dhaka,13.3,9,38,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
348,8,34,tuesday,0,night,dhaka,dhaka,10.5,9,35,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
349,2,8,friday,1,night,dhaka,dhaka,0.0,10,29,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
350,3,11,monday,0,night,dhaka,dhaka,0.0,10,29,hot,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
351,10,43,friday,1,night,dhaka,dhaka,,10,31,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
352,9,40,monday,0,night,dhaka,dhaka,0.0,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
353,12,50,wednesday,0,night,gazipur,gazipur,0.0,10,25,winter,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,100,8,rape
354,1,2,wednesday,0,night,gazipur,gazipur,0.0,10,23,winter,976683,843691,1820374,116,3.99,3977,60.6,-89,1,15,2,100,8,rape
355,1,3,monday,0,afternoon,dhaka,dhaka,0.0,10,23,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
356,1,4,friday,1,night,dhaka,dhaka,0.0,10,19,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
357,1,4,sunday,0,night,dhaka,dhaka,0.0,10,20,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
358,8,33,friday,1,night,dhaka,dhaka,0.7,10,37,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
359,12,48,sunday,0,night,dhaka,dhaka,0.0,10,27,winter,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
360,9,36,friday,1,night,dhaka,dhaka,0.2,10,36,rainy,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,242,64,rape
